USER,COURSE_ID,SCORE
2,excourse21,76.0
2,excourse22,76.0
2,excourse23,57.0
2,excourse31,99.0
2,excourse32,43.0
2,excourse33,43.0
2,excourse34,43.0
2,excourse35,76.0
2,excourse36,57.0
2,excourse37,61.0
2,excourse38,57.0
2,excourse39,43.0
2,excourse40,76.0
2,excourse41,43.0
2,excourse42,93.0
2,excourse43,43.0
2,excourse44,43.0
2,excourse49,47.0
2,excourse54,76.0
2,excourse62,43.0
2,excourse65,72.0
2,excourse67,41.0
2,excourse68,41.0
2,excourse69,74.0
2,excourse70,93.0
2,excourse71,93.0
2,excourse72,136.0
2,excourse73,136.0
2,excourse74,41.0
2,excourse75,75.0
2,excourse76,41.0
2,excourse82,61.0
2,excourse83,61.0
2,excourse84,61.0
2,excourse85,61.0
2,excourse88,43.0
2,excourse89,43.0
2,excourse90,43.0
2,excourse92,43.0
2,excourse93,43.0
4,GPXX06RFEN,40.0
4,CC0271EN,44.0
4,BD0145EN,64.0
4,DE0205EN,46.0
4,RP0103,46.0
4,GPXX0IBEN,62.0
4,TMP0101EN,42.0
4,BD0143EN,64.0
4,BD0141EN,64.0
4,TA0106EN,58.0
4,GPXX01RYEN,40.0
4,GPXX0XFQEN,40.0
4,GPXX07REN,40.0
4,GPXX0725EN,40.0
4,GPXX0MIIEN,40.0
4,BD0223EN,52.0
4,GPXX06ZLEN,40.0
4,GPXX0LLEEN,44.0
4,BD0137EN,46.0
4,GPXX0NHZEN,40.0
4,GPXX0PG8EN,48.0
4,GPXX0M6UEN,64.0
4,GPXX097UEN,64.0
4,GPXX0TY1EN,72.0
4,GPXX0T3CEN,44.0
4,GPXX0G31EN,46.0
4,GPXX0KY1EN,48.0
4,GPXX0RQLEN,40.0
4,excourse01,40.0
4,excourse02,68.0
4,excourse03,64.0
4,excourse04,60.0
4,excourse05,64.0
4,excourse06,60.0
4,excourse07,40.0
4,excourse10,64.0
4,excourse11,40.0
4,excourse12,42.0
4,excourse13,40.0
4,excourse14,40.0
4,excourse31,68.0
4,excourse35,42.0
4,excourse40,42.0
4,excourse42,64.0
4,excourse54,42.0
4,excourse65,48.0
4,excourse70,64.0
4,excourse71,64.0
4,excourse72,92.0
4,excourse73,92.0
5,CC0271EN,42.0
5,PA0103EN,52.0
5,PA0107EN,52.0
5,BD0212EN,62.0
5,GPXX0IBEN,76.0
5,SECM03EN,44.0
5,SC0103EN,62.0
5,SW0201EN,74.0
5,GPXX0BUBEN,44.0
5,SW0101EN,74.0
5,WA0101EN,42.0
5,CO0401EN,44.0
5,BD0151EN,52.0
5,GPXX01DCEN,52.0
5,GPXX0ZMZEN,52.0
5,GPXX0LLEEN,42.0
5,GPXX04V3EN,52.0
5,GPXX0D14EN,64.0
5,BD0211EN,62.0
5,BD0137EN,50.0
5,CO0301EN,44.0
5,DJ0101EN,48.0
5,GPXX0KHHEN,52.0
5,GPXX04P5EN,52.0
5,GPXX0PG8EN,46.0
5,GPXX0TY1EN,66.0
5,GPXX0T3CEN,42.0
5,GPXX0G31EN,50.0
5,GPXX0KY1EN,46.0
5,CC0150EN,48.0
5,excourse02,48.0
5,excourse04,46.0
5,excourse06,46.0
5,excourse21,60.0
5,excourse22,60.0
5,excourse31,56.0
5,excourse35,54.0
5,excourse40,54.0
5,excourse43,44.0
5,excourse44,44.0
5,excourse54,54.0
5,excourse65,46.0
5,excourse69,44.0
5,excourse72,62.0
5,excourse73,62.0
5,excourse75,40.0
28,SC0103EN,50.0
28,excourse72,50.0
28,excourse73,50.0
61,BD0145EN,56.0
61,TMP0105EN,76.0
61,BD0141EN,56.0
61,TA0106EN,42.0
61,BD0223EN,44.0
61,DJ0101EN,52.0
61,GPXX0M6UEN,56.0
61,GPXX097UEN,56.0
61,GPXX0TY1EN,56.0
61,excourse02,52.0
61,excourse03,56.0
61,excourse04,42.0
61,excourse05,56.0
61,excourse06,42.0
61,excourse10,56.0
61,excourse31,60.0
61,excourse42,56.0
61,excourse70,56.0
61,excourse71,56.0
61,excourse72,76.0
61,excourse73,76.0
63,RP0105EN,54.0
63,TMP0105EN,52.0
63,SC0103EN,52.0
63,GPXX0TY1EN,42.0
63,excourse02,40.0
63,excourse72,52.0
63,excourse73,52.0
8030,ML0122EN,45.0
8030,RP0105EN,45.0
8030,GPXX0IBEN,48.0
8030,TA0106EN,45.0
8030,excourse21,45.0
8030,excourse22,45.0
8075,TMP0105EN,51.0
8075,BD0212EN,51.0
8075,GPXX0IBEN,42.0
8075,SC0103EN,51.0
8075,TA0106EN,42.0
8075,excourse04,42.0
8075,excourse06,42.0
8075,excourse72,51.0
8075,excourse73,51.0
16164,RP0105EN,45.0
16164,BD0145EN,42.0
16164,TMP0105EN,45.0
16164,BD0212EN,45.0
16164,SC0103EN,45.0
16164,BD0121EN,42.0
16164,BD0131EN,42.0
16164,GPXX0M6UEN,42.0
16164,GPXX097UEN,42.0
16164,excourse03,42.0
16164,excourse05,42.0
16164,excourse10,42.0
16164,excourse31,51.0
16164,excourse42,42.0
16164,excourse70,42.0
16164,excourse71,42.0
16164,excourse72,45.0
16164,excourse73,45.0
18040,GPXX0IBEN,41.0
20833,RP0105EN,42.0
20833,TMP0105EN,42.0
20833,BD0212EN,42.0
20833,SC0103EN,42.0
20833,excourse72,42.0
20833,excourse73,42.0
21577,ML0122EN,51.0
21577,BD0145EN,81.0
21577,DE0205EN,51.0
21577,PA0103EN,48.0
21577,TMP0105EN,99.0
21577,PA0107EN,48.0
21577,RP0103,45.0
21577,RP0103EN,45.0
21577,GPXX0IBEN,66.0
21577,GPXX0BUBEN,69.0
21577,TMP0101EN,45.0
21577,ML0122ENv1,48.0
21577,BD0151EN,48.0
21577,GPXX01DCEN,48.0
21577,GPXX0ZMZEN,48.0
21577,GPXX0D14EN,42.0
21577,DJ0101EN,57.0
21577,DB0151EN,81.0
21577,GPXX0KHHEN,48.0
21577,BD0101EN,81.0
21577,GPXX04P5EN,48.0
21577,GPXX0M6UEN,81.0
21577,GPXX097UEN,81.0
21577,GPXX0TY1EN,57.0
21577,GPXX0G31EN,51.0
21577,excourse02,57.0
21577,excourse03,81.0
21577,excourse04,60.0
21577,excourse05,81.0
21577,excourse06,60.0
21577,excourse10,81.0
21577,excourse12,42.0
21577,excourse21,51.0
21577,excourse22,51.0
21577,excourse31,81.0
21577,excourse35,45.0
21577,excourse40,45.0
21577,excourse42,81.0
21577,excourse54,45.0
21577,excourse67,42.0
21577,excourse68,42.0
21577,excourse69,69.0
21577,excourse70,81.0
21577,excourse71,81.0
21577,excourse72,99.0
21577,excourse73,99.0
21577,excourse74,42.0
21577,excourse75,54.0
21577,excourse76,42.0
21750,RP0105EN,78.0
21750,DE0205EN,48.0
21750,TMP0105EN,78.0
21750,SC0103EN,78.0
21750,BD0223EN,42.0
21750,BD0131EN,63.0
21750,DB0151EN,63.0
21750,BD0101EN,63.0
21750,GPXX0M6UEN,63.0
21750,GPXX097UEN,63.0
21750,GPXX0TY1EN,51.0
21750,GPXX0G31EN,48.0
21750,excourse02,51.0
21750,excourse03,63.0
21750,excourse05,63.0
21750,excourse10,63.0
21750,excourse31,63.0
21750,excourse42,63.0
21750,excourse70,63.0
21750,excourse71,63.0
21750,excourse72,78.0
21750,excourse73,78.0
24743,excourse43,45.0
24743,excourse44,45.0
30031,BD0145EN,54.0
30031,TMP0105EN,72.0
30031,SC0103EN,72.0
30031,GPXX0BUBEN,41.0
30031,BD0143EN,54.0
30031,TA0106EN,46.0
30031,BD0121EN,54.0
30031,DJ0101EN,42.0
30031,DB0151EN,54.0
30031,GPXX0M6UEN,54.0
30031,GPXX097UEN,54.0
30031,GPXX0TY1EN,42.0
30031,excourse02,42.0
30031,excourse03,54.0
30031,excourse05,54.0
30031,excourse10,54.0
30031,excourse31,54.0
30031,excourse42,54.0
30031,excourse69,41.0
30031,excourse70,54.0
30031,excourse71,54.0
30031,excourse72,72.0
30031,excourse73,72.0
33565,GPXX0IBEN,42.0
34074,RP0105EN,81.0
34074,TMP0105EN,78.0
34074,BD0212EN,78.0
34074,GPXX0IBEN,45.0
34074,GPXX0BUBEN,48.0
34074,TA0106EN,57.0
34074,BD0223EN,48.0
34074,BD0121EN,60.0
34074,DJ0101EN,48.0
34074,DB0151EN,60.0
34074,GPXX0M6UEN,60.0
34074,GPXX097UEN,60.0
34074,GPXX0TY1EN,51.0
34074,excourse02,48.0
34074,excourse03,60.0
34074,excourse05,60.0
34074,excourse10,60.0
34074,excourse12,42.0
34074,excourse31,63.0
34074,excourse42,60.0
34074,excourse69,48.0
34074,excourse70,60.0
34074,excourse71,60.0
34074,excourse72,78.0
34074,excourse73,78.0
36321,RP0105EN,72.0
36321,BD0145EN,63.0
36321,TMP0105EN,72.0
36321,GPXX0BUBEN,42.0
36321,BD0141EN,63.0
36321,BD0223EN,42.0
36321,DB0151EN,63.0
36321,GPXX0M6UEN,63.0
36321,GPXX097UEN,63.0
36321,BD0221EN,42.0
36321,excourse03,63.0
36321,excourse04,45.0
36321,excourse05,63.0
36321,excourse06,45.0
36321,excourse10,63.0
36321,excourse31,63.0
36321,excourse42,63.0
36321,excourse69,42.0
36321,excourse70,63.0
36321,excourse71,63.0
36321,excourse72,72.0
36321,excourse73,72.0
36321,excourse75,42.0
37451,RP0105EN,42.0
37451,TMP0105EN,42.0
37451,BD0212EN,42.0
37451,SC0103EN,42.0
37451,BD0121EN,42.0
37451,BD0211EN,42.0
37451,DB0151EN,42.0
37451,GPXX0M6UEN,42.0
37451,GPXX097UEN,42.0
37451,excourse03,42.0
37451,excourse05,42.0
37451,excourse10,42.0
37451,excourse31,42.0
37451,excourse42,42.0
37451,excourse70,42.0
37451,excourse71,42.0
37451,excourse72,42.0
37451,excourse73,42.0
40303,RP0105EN,63.0
40303,BD0145EN,54.0
40303,TMP0105EN,63.0
40303,BD0143EN,54.0
40303,DB0151EN,54.0
40303,GPXX0M6UEN,54.0
40303,GPXX097UEN,54.0
40303,excourse03,54.0
40303,excourse05,54.0
40303,excourse10,54.0
40303,excourse31,54.0
40303,excourse42,54.0
40303,excourse70,54.0
40303,excourse71,54.0
40303,excourse72,63.0
40303,excourse73,63.0
43704,RP0105EN,48.0
43704,TMP0105EN,48.0
43704,excourse72,48.0
43704,excourse73,48.0
50831,ML0122EN,45.0
50831,GPXX06RFEN,57.0
50831,CC0271EN,60.0
50831,DE0205EN,72.0
50831,PA0103EN,42.0
50831,PA0107EN,42.0
50831,DB0113EN,57.0
50831,RP0103,66.0
50831,RP0103EN,66.0
50831,GPXX0IBEN,72.0
50831,GPXX0BUBEN,66.0
50831,TMP0101EN,48.0
50831,ML0122ENv1,42.0
50831,BD0151EN,42.0
50831,GPXX01DCEN,42.0
50831,GPXX0ZMZEN,42.0
50831,GPXX01RYEN,57.0
50831,GPXX0XFQEN,57.0
50831,GPXX07REN,57.0
50831,GPXX0725EN,57.0
50831,GPXX0MIIEN,57.0
50831,BD0223EN,78.0
50831,GPXX06ZLEN,57.0
50831,GPXX0LLEEN,60.0
50831,GPXX0NHZEN,57.0
50831,DB0111EN,57.0
50831,DB0115EN,57.0
50831,GPXX0KHHEN,42.0
50831,GPXX04P5EN,42.0
50831,GPXX0PG8EN,54.0
50831,GPXX0M6UEN,105.0
50831,GPXX097UEN,105.0
50831,BD0221EN,66.0
50831,GPXX0TY1EN,90.0
50831,GPXX0T3CEN,60.0
50831,DB0101EN,57.0
50831,GPXX0G31EN,72.0
50831,GPXX0KY1EN,54.0
50831,GPXX0RQLEN,57.0
50831,excourse01,57.0
50831,excourse02,87.0
50831,excourse03,105.0
50831,excourse04,81.0
50831,excourse05,105.0
50831,excourse06,81.0
50831,excourse07,57.0
50831,excourse10,105.0
50831,excourse11,57.0
50831,excourse12,60.0
50831,excourse13,57.0
50831,excourse14,57.0
50831,excourse21,45.0
50831,excourse22,45.0
50831,excourse31,108.0
50831,excourse35,48.0
50831,excourse40,48.0
50831,excourse42,105.0
50831,excourse54,48.0
50831,excourse65,54.0
50831,excourse67,48.0
50831,excourse68,48.0
50831,excourse69,66.0
50831,excourse70,105.0
50831,excourse71,105.0
50831,excourse72,135.0
50831,excourse73,135.0
50831,excourse74,48.0
50831,excourse75,63.0
50831,excourse76,48.0
52262,RP0105EN,45.0
54439,TMP0105EN,48.0
54439,SC0103EN,48.0
54439,excourse72,48.0
54439,excourse73,48.0
56882,BD0145EN,42.0
56882,TMP0105EN,54.0
56882,BD0121EN,42.0
56882,BD0131EN,42.0
56882,BD0115EN,42.0
56882,DB0151EN,42.0
56882,BD0101EN,42.0
56882,GPXX0M6UEN,42.0
56882,GPXX097UEN,42.0
56882,excourse03,42.0
56882,excourse05,42.0
56882,excourse10,42.0
56882,excourse31,42.0
56882,excourse42,42.0
56882,excourse70,42.0
56882,excourse71,42.0
56882,excourse72,54.0
56882,excourse73,54.0
58646,RP0105EN,42.0
58646,TMP0105EN,42.0
58646,SC0103EN,42.0
58646,excourse72,42.0
58646,excourse73,42.0
65118,RP0105EN,42.0
65118,TMP0105EN,42.0
65118,BD0212EN,42.0
65118,SC0103EN,42.0
65118,excourse72,42.0
65118,excourse73,42.0
66648,CC0210EN,45.0
66648,HCC104EN,45.0
66648,SECM03EN,45.0
66648,SW0201EN,45.0
66648,SW0101EN,45.0
66648,GPXX04V3EN,48.0
66648,excourse43,57.0
66648,excourse44,57.0
67201,BD0145EN,43.0
67201,BD0143EN,43.0
67201,BD0141EN,43.0
67201,BD0121EN,43.0
67201,BD0131EN,43.0
67201,BD0115EN,43.0
67201,DB0151EN,43.0
67201,GPXX0M6UEN,43.0
67201,GPXX097UEN,43.0
67201,excourse03,43.0
67201,excourse05,43.0
67201,excourse10,43.0
67201,excourse31,43.0
67201,excourse42,43.0
67201,excourse70,43.0
67201,excourse71,43.0
67201,excourse72,57.0
67201,excourse73,57.0
69124,BD0145EN,54.0
69124,TMP0105EN,69.0
69124,BD0143EN,54.0
69124,TA0106EN,42.0
69124,BD0121EN,54.0
69124,DB0151EN,54.0
69124,BD0101EN,54.0
69124,GPXX0M6UEN,54.0
69124,GPXX097UEN,54.0
69124,excourse03,54.0
69124,excourse05,54.0
69124,excourse10,54.0
69124,excourse31,54.0
69124,excourse42,54.0
69124,excourse70,54.0
69124,excourse71,54.0
69124,excourse72,69.0
69124,excourse73,69.0
69955,RP0105EN,54.0
69955,BD0145EN,48.0
69955,TMP0105EN,54.0
69955,BD0212EN,54.0
69955,BD0143EN,48.0
69955,DB0151EN,48.0
69955,GPXX0M6UEN,48.0
69955,GPXX097UEN,48.0
69955,excourse03,48.0
69955,excourse05,48.0
69955,excourse10,48.0
69955,excourse31,48.0
69955,excourse42,48.0
69955,excourse70,48.0
69955,excourse71,48.0
69955,excourse72,54.0
69955,excourse73,54.0
75368,ML0201EN,45.0
75368,ML0122EN,51.0
75368,GPXX0ZG0EN,45.0
75368,GPXX0Z2PEN,45.0
75368,GPXX06RFEN,42.0
75368,GPXX0SDXEN,45.0
75368,CC0271EN,48.0
75368,OS0101EN,45.0
75368,CC0210EN,42.0
75368,HCC104EN,42.0
75368,TMP0105EN,102.0
75368,DB0113EN,42.0
75368,RP0103,54.0
75368,RP0103EN,54.0
75368,GPXX0IBEN,66.0
75368,SECM03EN,42.0
75368,SW0201EN,66.0
75368,GPXX0BUBEN,57.0
75368,SW0101EN,66.0
75368,TMP0101EN,51.0
75368,BD0143EN,75.0
75368,CO0401EN,51.0
75368,TA0106EN,72.0
75368,GPXX01RYEN,42.0
75368,GPXX0XFQEN,42.0
75368,GPXX07REN,42.0
75368,GPXX0725EN,42.0
75368,GPXX0MIIEN,42.0
75368,GPXX06ZLEN,42.0
75368,GPXX0LLEEN,48.0
75368,BD0133EN,69.0
75368,BD0115EN,75.0
75368,GPXX04V3EN,54.0
75368,GPXX0D14EN,72.0
75368,GPXX0HZ2EN,45.0
75368,BD0137EN,78.0
75368,GPXX0NHZEN,42.0
75368,CO0301EN,42.0
75368,GPXX0HAAEN,45.0
75368,DJ0101EN,69.0
75368,DB0111EN,42.0
75368,DB0115EN,42.0
75368,COM001EN,45.0
75368,DB0151EN,75.0
75368,GPXX0PG8EN,42.0
75368,ML0101EN,51.0
75368,GPXX0UMSEN,45.0
75368,GPXX0M6UEN,75.0
75368,GPXX097UEN,75.0
75368,CO0193EN,45.0
75368,DS0301EN,42.0
75368,GPXX0RL8EN,45.0
75368,BD0221EN,57.0
75368,GPXX0TY1EN,75.0
75368,GPXX0T3CEN,48.0
75368,GPXX0G81EN,45.0
75368,GPXX0G31EN,78.0
75368,GPXX0KY1EN,42.0
75368,CC0150EN,51.0
75368,GPXX0RQLEN,42.0
75368,GPXX0ADEN,45.0
75368,excourse01,42.0
75368,excourse02,69.0
75368,excourse03,75.0
75368,excourse04,57.0
75368,excourse05,75.0
75368,excourse06,57.0
75368,excourse07,42.0
75368,excourse10,75.0
75368,excourse11,42.0
75368,excourse12,54.0
75368,excourse13,42.0
75368,excourse14,42.0
75368,excourse21,51.0
75368,excourse22,51.0
75368,excourse31,81.0
75368,excourse35,51.0
75368,excourse40,51.0
75368,excourse42,75.0
75368,excourse43,51.0
75368,excourse44,51.0
75368,excourse54,51.0
75368,excourse65,42.0
75368,excourse69,57.0
75368,excourse70,75.0
75368,excourse71,75.0
75368,excourse72,102.0
75368,excourse73,102.0
75368,excourse75,69.0
75368,excourse88,45.0
75368,excourse89,45.0
75368,excourse90,45.0
75368,excourse92,45.0
75368,excourse93,45.0
79633,ML0122EN,45.0
79633,GPXX0IBEN,51.0
79633,ML0101EN,45.0
79633,excourse21,45.0
79633,excourse22,45.0
80010,RP0105EN,60.0
80010,BD0145EN,45.0
80010,TMP0105EN,60.0
80010,BD0143EN,45.0
80010,BD0141EN,45.0
80010,DB0151EN,45.0
80010,BD0101EN,45.0
80010,GPXX0M6UEN,45.0
80010,GPXX097UEN,45.0
80010,GPXX0TY1EN,45.0
80010,excourse03,45.0
80010,excourse05,45.0
80010,excourse10,45.0
80010,excourse31,51.0
80010,excourse42,45.0
80010,excourse70,45.0
80010,excourse71,45.0
80010,excourse72,60.0
80010,excourse73,60.0
80186,RP0105EN,63.0
80186,TMP0105EN,63.0
80186,BD0212EN,63.0
80186,SC0103EN,63.0
80186,DB0151EN,57.0
80186,GPXX0M6UEN,57.0
80186,GPXX097UEN,57.0
80186,excourse03,57.0
80186,excourse05,57.0
80186,excourse10,57.0
80186,excourse31,57.0
80186,excourse42,57.0
80186,excourse70,57.0
80186,excourse71,57.0
80186,excourse72,63.0
80186,excourse73,63.0
80360,RP0105EN,45.0
83447,BD0145EN,42.0
83447,TMP0105EN,50.0
83447,BD0143EN,42.0
83447,BD0141EN,42.0
83447,BD0115EN,42.0
83447,GPXX0M6UEN,42.0
83447,GPXX097UEN,42.0
83447,excourse03,42.0
83447,excourse05,42.0
83447,excourse10,42.0
83447,excourse31,42.0
83447,excourse42,42.0
83447,excourse70,42.0
83447,excourse71,42.0
83447,excourse72,50.0
83447,excourse73,50.0
83795,GPXX06RFEN,48.0
83795,CC0271EN,51.0
83795,DE0205EN,57.0
83795,DB0113EN,48.0
83795,RP0103,57.0
83795,RP0103EN,57.0
83795,GPXX0IBEN,48.0
83795,GPXX0BUBEN,51.0
83795,GPXX01RYEN,48.0
83795,GPXX0XFQEN,48.0
83795,GPXX07REN,48.0
83795,GPXX0725EN,48.0
83795,GPXX0MIIEN,48.0
83795,BD0223EN,72.0
83795,GPXX06ZLEN,48.0
83795,GPXX0LLEEN,51.0
83795,BD0137EN,57.0
83795,GPXX0NHZEN,48.0
83795,DJ0101EN,72.0
83795,DB0111EN,48.0
83795,DB0115EN,48.0
83795,GPXX0PG8EN,45.0
83795,GPXX0M6UEN,96.0
83795,GPXX097UEN,96.0
83795,BD0221EN,51.0
83795,GPXX0TY1EN,75.0
83795,GPXX0T3CEN,51.0
83795,BD0123EN,57.0
83795,DB0101EN,48.0
83795,GPXX0G31EN,57.0
83795,GPXX0KY1EN,45.0
83795,GPXX0RQLEN,48.0
83795,excourse01,48.0
83795,excourse02,72.0
83795,excourse03,96.0
83795,excourse04,69.0
83795,excourse05,96.0
83795,excourse06,69.0
83795,excourse07,48.0
83795,excourse10,96.0
83795,excourse11,48.0
83795,excourse12,51.0
83795,excourse13,48.0
83795,excourse14,48.0
83795,excourse31,99.0
83795,excourse42,96.0
83795,excourse65,45.0
83795,excourse67,48.0
83795,excourse68,48.0
83795,excourse69,51.0
83795,excourse70,96.0
83795,excourse71,96.0
83795,excourse72,120.0
83795,excourse73,120.0
83795,excourse74,48.0
83795,excourse75,57.0
83795,excourse76,48.0
85625,RP0105EN,54.0
85625,DE0205EN,42.0
85625,TMP0105EN,54.0
85625,BD0212EN,54.0
85625,SC0103EN,54.0
85625,BD0211EN,54.0
85625,DB0151EN,54.0
85625,BD0101EN,54.0
85625,GPXX0M6UEN,54.0
85625,GPXX097UEN,54.0
85625,GPXX0G31EN,42.0
85625,excourse03,54.0
85625,excourse05,54.0
85625,excourse10,54.0
85625,excourse31,54.0
85625,excourse42,54.0
85625,excourse70,54.0
85625,excourse71,54.0
85625,excourse72,54.0
85625,excourse73,54.0
86366,ML0201EN,42.0
86366,ML0122EN,48.0
86366,GPXX0ZG0EN,42.0
86366,DE0205EN,42.0
86366,OS0101EN,42.0
86366,CC0210EN,42.0
86366,HCC104EN,42.0
86366,GPXX0IBEN,54.0
86366,SW0101EN,63.0
86366,CO0401EN,45.0
86366,TA0106EN,45.0
86366,GPXX04V3EN,51.0
86366,GPXX0D14EN,63.0
86366,BD0137EN,42.0
86366,CO0301EN,42.0
86366,ML0101EN,48.0
86366,GPXX0UMSEN,42.0
86366,GPXX0RL8EN,42.0
86366,BD0123EN,42.0
86366,GPXX0G81EN,42.0
86366,GPXX0G31EN,42.0
86366,CC0150EN,51.0
86366,GPXX0ADEN,42.0
86366,excourse21,48.0
86366,excourse22,48.0
86366,excourse43,45.0
86366,excourse44,45.0
86366,excourse88,42.0
86366,excourse89,42.0
86366,excourse90,42.0
86366,excourse92,42.0
86366,excourse93,42.0
87460,RP0105EN,63.0
87460,BD0145EN,48.0
87460,BD0141EN,48.0
87460,BD0121EN,48.0
87460,BD0131EN,48.0
87460,BD0115EN,48.0
87460,DB0151EN,48.0
87460,GPXX0M6UEN,48.0
87460,GPXX097UEN,48.0
87460,excourse03,48.0
87460,excourse05,48.0
87460,excourse10,48.0
87460,excourse31,48.0
87460,excourse42,48.0
87460,excourse70,48.0
87460,excourse71,48.0
87460,excourse72,60.0
87460,excourse73,60.0
90850,TMP0105EN,48.0
90850,excourse72,48.0
90850,excourse73,48.0
90934,TMP0105EN,45.0
90934,SC0103EN,45.0
90934,excourse72,45.0
90934,excourse73,45.0
91539,RP0105EN,48.0
91539,TMP0105EN,48.0
91539,BD0212EN,48.0
91539,SC0103EN,48.0
91539,excourse72,48.0
91539,excourse73,48.0
92073,ML0122EN,42.0
92073,GPXX0IBEN,42.0
92073,excourse21,42.0
92073,excourse22,42.0
92806,RP0105EN,81.0
92806,BD0145EN,72.0
92806,DE0205EN,48.0
92806,SC0103EN,81.0
92806,BD0143EN,72.0
92806,BD0223EN,45.0
92806,DJ0101EN,45.0
92806,GPXX0M6UEN,72.0
92806,GPXX097UEN,72.0
92806,GPXX0TY1EN,45.0
92806,BD0123EN,48.0
92806,GPXX0G31EN,48.0
92806,excourse02,45.0
92806,excourse03,72.0
92806,excourse05,72.0
92806,excourse10,72.0
92806,excourse31,72.0
92806,excourse42,72.0
92806,excourse70,72.0
92806,excourse71,72.0
92806,excourse72,81.0
92806,excourse73,81.0
92806,excourse75,48.0
96046,RP0105EN,54.0
96046,TMP0105EN,54.0
96046,BD0212EN,54.0
96046,SC0103EN,54.0
96046,BD0121EN,51.0
96046,DB0151EN,51.0
96046,GPXX0M6UEN,51.0
96046,GPXX097UEN,51.0
96046,excourse03,51.0
96046,excourse05,51.0
96046,excourse10,51.0
96046,excourse31,51.0
96046,excourse42,51.0
96046,excourse70,51.0
96046,excourse71,51.0
96046,excourse72,54.0
96046,excourse73,54.0
99234,BD0145EN,57.0
99234,TMP0105EN,72.0
99234,BD0212EN,72.0
99234,GPXX0IBEN,42.0
99234,GPXX0BUBEN,48.0
99234,TA0106EN,54.0
99234,BD0121EN,57.0
99234,BD0131EN,57.0
99234,DJ0101EN,45.0
99234,DB0151EN,57.0
99234,BD0101EN,57.0
99234,GPXX0M6UEN,57.0
99234,GPXX097UEN,57.0
99234,GPXX0TY1EN,45.0
99234,excourse02,45.0
99234,excourse03,57.0
99234,excourse05,57.0
99234,excourse10,57.0
99234,excourse31,57.0
99234,excourse42,57.0
99234,excourse69,48.0
99234,excourse70,57.0
99234,excourse71,57.0
99234,excourse72,72.0
99234,excourse73,72.0
101774,RP0105EN,48.0
101774,BD0145EN,42.0
101774,TMP0105EN,48.0
101774,SC0103EN,48.0
101774,BD0121EN,42.0
101774,BD0131EN,42.0
101774,DB0151EN,42.0
101774,BD0101EN,42.0
101774,GPXX0M6UEN,42.0
101774,GPXX097UEN,42.0
101774,BD0111EN,42.0
101774,excourse03,42.0
101774,excourse05,42.0
101774,excourse10,42.0
101774,excourse31,42.0
101774,excourse42,42.0
101774,excourse70,42.0
101774,excourse71,42.0
101774,excourse72,48.0
101774,excourse73,48.0
101802,TMP0105EN,60.0
101802,GPXX0IBEN,48.0
101802,SC0103EN,60.0
